product,signal,label,label_basis,year,q_start,quarter_label
Fludeoxyglucose F18 injection Fortamet (metformin hydrochloride) extended-release tablets Glucophage (Metformin Hydrochloride) tablets Glucophage XR (Metformin Hydrochloride) extended-release tablets Glumetza (Metformin Hydrochloride) extended-release tablets Metformin hydrochloride Riomet (Metformin Hydrochloride) oral solution,Laboratory interference (false positive and false negative positron emission tomography (PET) scans),보류,pending,2018,April,April - June 2018
Infuvite Adult (multiple vitamins) injection,Medication Error: Incorrect strength presentation,음성,pure_noaction,2018,April,April - June 2018
Insulin Pen Products,Wrong dose errors and other safety concerns associated with pharmacies opening cartons to dispense a single insulin pen,보류,pending,2018,April,April - June 2018
Kynamro (mipomersen sodium) injection,Angioedema,보류,pending,2018,April,April - June 2018
Methimazole tablets,Vasculitis,보류,pending,2018,April,April - June 2018
Myalept (metreleptin) for injection,Wrong dose errors associated with small (<1 mL) injection volumes,보류,pending,2018,April,April - June 2018
Natpara (parathyroid hormone) for injection,Seizures,보류,pending,2018,April,April - June 2018
Natpara (parathyroid hormone) for injection,Hypotension,보류,pending,2018,April,April - June 2018
Orencia® (abatacept) injection,Psoriasis,보류,pending,2018,April,April - June 2018
Pomalyst (pomalidomide) capsules Revlimid (lenalidomide) capsules Thalomid (thalidomide) capsules,Solid organ transplant rejection,보류,pending,2018,April,April - June 2018
Repatha (evolocumab) injection,Angioedema,보류,pending,2018,April,April - June 2018
Topamax (topiramate) capsules Topamax (topiramate) tablets Topiramate tablets and capsules,Eye-related adverse events,보류,pending,2018,April,April - June 2018
"AccuNeb (albuterol sulfate) inhalation solutionCombivent Respimat (ipratropium bromide and albuterol) inhalation sprayDuoNeb (ipratropium bromide/albuterol sulfate) inhalation solutionProAir HFA (albuterol sulfate) inhalation aerosolProair respiclick (albuterol sulfate) inhalation powder, for oral inhalation useProventil HFA (albuterol sulfate) aerosolVentolin HFA (albuterol sulfate) inhalation aerosolXopenex HFA (levalbuterol tartrate) inhalation aerosol, for oral inhalation use",Albuterol sulfate and serious skin reactions,음성,pure_noaction,2018,January,January - March 2018
Actemra (tocilizumab) injectionArcalyst (rilonacept) injectionIlaris (canakinumab) injectionKevzara (sarilumab) injectionKineret (anakinra) injection,"IL-1 and IL-6 inhibitors and pulmonary hypertension, interstitial lung disease, pulmonary alveolar proteinosis",보류,pending,2018,January,January - March 2018
Adempas (riociguat) tablets,Syncope,음성,pure_noaction,2018,January,January - March 2018
Ambien (zolpidem tartrate) tabletsLunesta (eszopiclone) tabletsSonata (zaleplon) capsules,"Somnambulism, Abnormal Sleep-related event",보류,pending,2018,January,January - March 2018
Bosulif (bosutinib) tabletsGleevec (imatinib mesylate) tabletsIclusig (ponatinib) tabletsSprycel (dasatinib) tabletsTasigna (nilotinib) capsules,Thrombotic microangiopathy,보류,pending,2018,January,January - March 2018
Bridion (sugammadex) injection,Labeling confusion - total strength expression on vial obscured by peel-off sticker intended for syringe,보류,pending,2018,January,January - March 2018
Bridion (sugammadex) injection,Laryngospasm,보류,pending,2018,January,January - March 2018
Bridion (sugammadex) injection,Bronchospasm,보류,pending,2018,January,January - March 2018
Carnitor (levocarnitine) injectionCarnitor (levocarnitine) oral solutionCarnitor (levocarnitine)tabletsCarnitor SF (levocarnitine) sugar-free oral solution,Hypersensitivity and anaphylaxis,양성,pure_update,2018,January,January - March 2018
Insulin Pen ProductsApidra (insulin glulisine) injectionBasaglar (insulin glargine) injectionFiasp (insulin aspart) injectionHumulin (human isophane insulin and human insulin) injectable suspensionHumalog (insulin lispro) injectionLantus (insulin glargine) injectionLevemir (insulin detemir) injectionNovolog (insulin aspart) injectionRyzodeg (insulin degludec and insulin aspart) injectionSoliqua (insulin glargine and lixisenatide) injectionToujeo (insulin glargine) injectionTresiba (insulin degludec) injectionXultophy (insulin degludec and liraglutide) injection,Product use error – failure to remove inner needle cover,보류,pending,2018,January,January - March 2018
Kinevac (sincalide) for injection,"Anaphylaxis, anaphylactic shock, and other hypersensitivity reactions",양성,pure_update,2018,January,January - March 2018
Lamictal (lamotrigine) tablets,Hemophagocytic lymphohistocytosis (HLH),양성,pure_update,2018,January,January - March 2018
Ninlaro (ixazomib) capsules,Product packaging quantity issues (empty unit dose blister cells),음성,pure_noaction,2018,January,January - March 2018
Noxafil (posaconazole) delayed-release tabletsNoxafil (posaconazole) injectionNoxafil (posaconazole) oral suspensionSporanox (itraconazole) capsulesSporanox (itraconazole) injection,Mineralocorticoid excess,보류,pending,2018,January,January - March 2018
Propylthiouracil tablets,Fatal cases of antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis,보류,pending,2018,January,January - March 2018
"Varubi (rolapitant) tabletsVarubi (rolapitant) injectable emulsion, for intravenous use",Infusion related and hypersensitivity reactions,보류,pending,2018,January,January - March 2018
Volumen (barium sulfate),Name confusion with Voluven (hydroxyethyl starch),보류,pending,2018,January,January - March 2018
Abilify (aripiprazole) Clozaril (clozapine) Fanapt (iloperidone) Geodon (ziprasidone hydrochloride) Invega (paliperidone) Latuda (lurasidone hydrochloride) Nuplazid (pimavanserin) Rexulti (brexpiprazole) Risperdal (risperidone) Saphris (asenapine) sublingual Seroquel (quetiapine fumarate) Vraylar (cariprazine) Zyprexa (olanzapine) Generic products containing atypical antipsychotics,Atypical antipsychotics and serotonin syndrome,보류,pending,2018,July,July - September 2018
Amphetamines and amphetamine congeners for management of obesity Desoxyn (methamphetamine hydrochloride) tablets Didrex (benzphetamine hydrochloride) tablets Phendimetrazine Tartrate extended-release capsules Qsymia (phentermine and topiramate) extended-release capsules Tenuate (diethylpropion hydrochloride) immediate-release tablets Tenuate Dospan (diethylpropion hydrochloride) controlled-release tablets Generic products containing amphetamine and amphetamine congeners for management of obesity,Death and sudden death,보류,pending,2018,July,July - September 2018
"Brilinta (ticagrelor) tablets Crestor (rosuvastatin calcium) tablets Lipitor (atorvastatin calcium) tablet Liptruzet (ezetimibe and atorvastatin) tablets Caduet (amlodipine, atorvastatin calcium) Generic products containing rosuvastatin or atorvastatin Generic products containing ticagrelor",Rhabdomyolysis due to Drug-Drug Interaction between ticagrelor and certain HMG-CoA reductase inhibitors (atorvastatin and rosuvastatin),보류,pending,2018,July,July - September 2018
Brilinta (ticagrelor) tablets Generic product containing ticagrelor,Central sleep apnea associated with the use of ticagrelor,보류,pending,2018,July,July - September 2018
Campath (alemtuzumab) injection Lemtrada (alemtuzumab) injection,Hemophagocytic Lymphohistiocytosis (HLH),음성,pure_noaction,2018,July,July - September 2018
Campath (alemtuzumab) injection Lemtrada (alemtuzumab) injection,"Stroke, intracranial hemorrhage, and/or cervicocephalic arterial dissection",양성,pure_update,2018,July,July - September 2018
Daptomycin injection,Infusion - related reactions,양성,oldformat_reviewed,2018,July,July - September 2018
Eliquis (apixaban) tablets Pradaxa (dabigatran etexilate mesylate) capsules Savaysa (edoxaban) tablets Xarelto (Rivaroxaban),Acute kidney injury,보류,pending,2018,July,July - September 2018
"Genvoya (elvitegravir, cobicistat, emtricitabine, and tenofovir alafenamide) tablets Odefsey (rilpivirine, emtricitabine, and tenofovir alafenamide) tablets Descovy (emtricitabine and tenofovir alafenamide) tablets Vemlidy (tenofovir and alafenamide) tablets Biktarvy (bictegravir, emtricitabine, and tenofovir alafenamide) tablets",Hypersensitivity,보류,pending,2018,July,July - September 2018
Injectible insulins and insulin analogs,Cutaneous amyloidosis,보류,pending,2018,July,July - September 2018
Intravenous iron replacement products Feraheme (ferumoxytol) injection Ferrlecit (sodium ferric gluconate complex in sucrose) injection INFeD (iron dextran) injection Injectafer (ferric carboxymaltose) injection Venofer (iron sucrose) injection,Fatal and severe hypersensitivity reactions,보류,pending,2018,July,July - September 2018
Ocrevus (ocrelizumab) injection,Anaphylaxis,보류,pending,2018,July,July - September 2018
PCSK9 Inhibitors Praluent (alirocumab) injection Repatha (evolocumab) injection,Influenza-like illness,양성,pure_update,2018,July,July - September 2018
Pegfilgrastim injection products,"Alveolar hemorrhage, hemoptysis",보류,pending,2018,July,July - September 2018
Phenol,Serious adverse events associated with teething,보류,pending,2018,July,July - September 2018
Proton Pump Inhibitors AcipHex (rabeprazole sodium) delayed-release tablets AcipHex Sprinkle (rabeprazole sodium) delayed-release capsules Dexilant (dexlansoprazole) delayed release capsules Esomeprazole Strontium delayed-release capsules Nexium (esomeprazole magnesium) delayed-release capsules,Rebound acid hypersecretion,음성,pure_noaction,2018,July,July - September 2018
"Rituxan Hycela (rituximab and hyaluronidase human) injection, and rituximab for injection products",Incorrect route of administration,보류,pending,2018,July,July - September 2018
Xifaxan (rifaximin) tablets,Rhabdomyolysis,보류,pending,2018,July,July - September 2018
delayed- release oral suspension Nexium IV (esomeprazole sodium) for injection Pantoprazole Sodium for injection Prevacid (lansoprazole) delayed-release capsules Prevacid SoluTab (lansoprazole) delayed-release orally disintegrating tablets Prilosec (omeprazole) delayed-release capsules Protonix (pantoprazole sodium) delayed-release tablets,Rebound acid hypersecretion,음성,pure_noaction,2018,July,July - September 2018
delayed-release oral suspension Protonix IV (pantoprazole sodium) for injection Zegerid (omeprazole and sodium bicarbonate) powder for oral suspension and capsules Generic products containing proton-pump inhibitors,Rebound acid hypersecretion,음성,pure_noaction,2018,July,July - September 2018
Abilify (aripiprazole)Abilify Discmelt (aripiprazole) tabletAbilify Maintena (aripiprazole) injectionAbilify MyCite (aripiprazole tablets with sensor) tabletAristada (aripiprazole lauroxil)Generic products containing aripiprazole,"Acute generalized exanthematous pustulosis, Drug reaction with eosinophilia and systemic symptoms, Stevens-Johnson syndrome, and toxic epidermal necrolysis",양성,pure_update,2018,October,October - December 2018
Aimovig (erenumab-aooe) injection,Hypersensitivity events,양성,pure_update,2018,October,October - December 2018
"Anoro Ellipta (umeclidinium and vilanterol)Arnuity Ellipta (fluticasone furoate)Breo Ellipta (fluticasone furoate and vilanterol)Incruse Ellipta (umeclidinium)Trelegy Ellipta (fluticasone furoate, vilanterol, and umeclidinium)",Medication errors: wrong drug,음성,mixed_reviewed,2018,October,October - December 2018
Antara (fenofibrate) capsuleFenoglide (fenofibrate) tabletFibricor (fenofibric acid) tabletLipofen (fenofibrate) capsuleTriCor (fenofibrate) tabletTriCor NFE (fenofibrate) tabletTriglide (fenofibrate) tabletTrilipix (fenofibric acid) capsuleGeneric products containing fenofibrate,Interstitial lung disease,양성,pure_update,2018,October,October - December 2018
Belbuca (buprenorphine hydrochloride) filmBunavail (buprenorphine hydrochloride and naloxone hydrochloride) filmCassipa (buprenorphine hydrochloride and naloxone hydrochloride) filmSuboxone (buprenorphine and naloxone) tabletSuboxone (buprenorphine and naloxone) filmSubutex (buprenorphine hydrochloride) tabletZubsolv (buprenorphine hydrochloride and naloxone hydrochloride) tabletGeneric oral products containing buprenorphine hydrochloride or buprenorphine hydrochloride and naloxone hydrochloride,Drug-induced dental caries,양성,trunc_verified,2018,October,October - December 2018
Bosulif (bosutinib monohydrate) film,Cardiac failure,양성,pure_update,2018,October,October - December 2018
Chlorpromazine hydrochloride,"Drug reaction with eosinophilia and systemic symptoms, Stevens-Johnson syndrome, and toxic epidermal necrolysis",양성,pure_update,2018,October,October - December 2018
Cinvanti (aprepitant) injection,"Hypersensitivity reactions, including anaphylaxis",양성,pure_update,2018,October,October - December 2018
Clozaril (clozapine) tabletFazaClo ODT (clozapine) tabletVersacloz (clozapine) suspensionGeneric products containing clozapine,Stevens-Johnson syndrome and toxic epidermal necrolysis,음성,pure_noaction,2018,October,October - December 2018
